List,Symbol,Name,LastSale,MarketCap,ADR TSO,IPOyear,Sector,Industry,Summary Quote
1155,ATRC,"AtriCure, Inc.",17.99,620189400.8,n/a,2005,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/atrc
1156,TYME,"Tyme Technologies, Inc.",6.93,618994994.3,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/tyme
1157,SGRY,"Surgery Partners, Inc.",12.65,616931594.4,n/a,2015,Health Care,Hospital/Nursing Management,http://www.nasdaq.com/symbol/sgry
1158,MSEX,Middlesex Water Company,37.67,615755176.1,n/a,n/a,Public Utilities,Water Supply,http://www.nasdaq.com/symbol/msex
1159,SPNS,Sapiens International Corporation N.V.,12.49,614700895.6,n/a,1992,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/spns
1160,CUTR,"Cutera, Inc.",44.35,614467742.1,n/a,2004,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus,http://www.nasdaq.com/symbol/cutr
1161,ENTL,"Entellus Medical, Inc.",24.07,613275197.4,n/a,2015,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/entl
1162,NCOM,National Commerce Corporation,41.15,608368389.8,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/ncom
1163,QCRH,"QCR Holdings, Inc.",43.7,606945935.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/qcrh
1164,IOVA,"Iovance Biotherapeutics, Inc.",8.35,606483187,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/iova
1165,PEBO,Peoples Bancorp Inc.,33.07,604556373.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/pebo
1166,VGLT,Vanguard Long-Treasury ETF,77.28,604120325.8,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vglt
1167,EMCI,EMC Insurance Group Inc.,28.22,603896091.2,n/a,1982,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/emci
1168,TRNC,"tronc, Inc.",17.89,601076270.5,n/a,n/a,Consumer Services,Newspapers/Magazines,http://www.nasdaq.com/symbol/trnc
1169,PLAB,"Photronics, Inc.",8.7,600757506.9,n/a,1987,Technology,Semiconductors,http://www.nasdaq.com/symbol/plab
1170,LION,Fidelity Southern Corporation,22.38,600541428.7,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/lion
1171,QURE,uniQure N.V.,19.48,599985558.4,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/qure
1172,ADRO,"Aduro Biotech, Inc.",7.675,596580559.1,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/adro
1173,HTBK,Heritage Commerce Corp,15.6,595933774.8,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/htbk
1174,STB,Student Transportation Inc,6.24,592062906.2,n/a,n/a,Transportation,Other Transportation,http://www.nasdaq.com/symbol/stb
1175,ANGO,"AngioDynamics, Inc.",16.11,591490507,n/a,2004,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/ango
1176,LMAT,"LeMaitre Vascular, Inc.",30.7,591433658,n/a,2006,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/lmat
1177,COLL,"Collegium Pharmaceutical, Inc.",18.15,591005327.6,n/a,2015,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/coll
1178,LE,"Lands&#39; End, Inc.",18.4,590593687.2,n/a,n/a,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/le
1179,TRHC,"Tabula Rasa HealthCare, Inc.",33.08,590444886.9,n/a,2016,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/trhc
1180,QADB,QAD Inc.,30.65,589872919.9,n/a,n/a,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/qadb
1181,PKOH,Park-Ohio Holdings Corp.,47.05,589563600.8,n/a,n/a,Capital Goods,Industrial Specialties,http://www.nasdaq.com/symbol/pkoh
1182,MBUU,"Malibu Boats, Inc.",28.92,589219550.4,n/a,2014,Capital Goods,Marine Transportation,http://www.nasdaq.com/symbol/mbuu
1183,DLTH,Duluth Holdings Inc.,18.13,588523495.9,n/a,2015,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/dlth
1184,XNET,Xunlei Limited,18.83,585606089.4,31099633,2014,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/xnet
1185,RCII,Rent-A-Center Inc.,10.96,584297404.7,n/a,1995,Technology,Diversified Commercial Services,http://www.nasdaq.com/symbol/rcii
1186,GOOD,Gladstone Commercial Corporation,20.39,583844323.8,n/a,2003,Consumer Services,Real Estate,http://www.nasdaq.com/symbol/good
1187,GPP,Green Plains Partners LP,18.35,583747429.2,n/a,2015,Basic Industries,Major Chemicals,http://www.nasdaq.com/symbol/gpp
1188,CHEF,"The Chefs&#39; Warehouse, Inc.",20.45,582045384.7,n/a,2011,Consumer Non-Durables,Food Distributors,http://www.nasdaq.com/symbol/chef
1189,CLMT,"Calumet Specialty Products Partners, L.P.",7.575,581675167.6,n/a,2006,Energy,Integrated oil Companies,http://www.nasdaq.com/symbol/clmt
1190,RIGL,"Rigel Pharmaceuticals, Inc.",3.96,580104724.3,n/a,2000,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/rigl
1191,URGN,UroGen Pharma Ltd.,43.97,579454248,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/urgn
1192,MBWM,Mercantile Bank Corporation,35.1,578861829,n/a,1998,Finance,Major Banks,http://www.nasdaq.com/symbol/mbwm
1193,AXON          ,Axovant Sciences Ltd.,5.37,578403559.2,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/axon
1194,ANCX,Access National Corporation,28.24,577585010.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/ancx
1195,MHLD,"Maiden Holdings, Ltd.",6.8,575448837.2,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/mhld
1196,MYRG,"MYR Group, Inc.",34.91,574689222.9,n/a,n/a,Basic Industries,Water Supply,http://www.nasdaq.com/symbol/myrg
1197,GRBK,"Green Brick Partners, Inc.",11.35,574134086.4,n/a,n/a,Capital Goods,Homebuilding,http://www.nasdaq.com/symbol/grbk
1198,PUB,People&#39;s Utah Bancorp,30.95,573592574.1,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/pub
1199,VDSI,"VASCO Data Security International, Inc.",14.25,572423169.8,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/vdsi
1200,ZUMZ,Zumiez Inc.,22.55,569380284,n/a,2005,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/zumz
1201,FTR,Frontier Communications Corporation,7.25,568820500,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/ftr
1202,ATRA,"Atara Biotherapeutics, Inc.",18.5,566023521,n/a,2014,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/atra
1203,MBIN,Merchants Bancorp,19.68,564524086.6,n/a,2017,Finance,Major Banks,http://www.nasdaq.com/symbol/mbin
1204,VYGR,"Voyager Therapeutics, Inc.",17.86,562896816.9,n/a,2015,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/vygr
1205,TBBK,"The Bancorp, Inc.",10.07,562506776.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/tbbk
1206,VNET,"21Vianet Group, Inc.",9.16,561600369.4,61310084,2011,Technology,"Computer Software: Programming, Data Processing",http://www.nasdaq.com/symbol/vnet
1207,KERX,"Keryx Biopharmaceuticals, Inc.",4.71,561542637.9,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kerx
1208,NVEE,"NV5 Global, Inc.",52,560850888,n/a,2013,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/nvee
1209,FSAC,Federal Street Acquisition Corp.,9.74,560050000,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/fsac
1210,BCOM,B Communications Ltd.,18.73,560027000,n/a,n/a,Consumer Services,Telecommunications Equipment,http://www.nasdaq.com/symbol/bcom
1211,MMLP,Martin Midstream Partners L.P.,14.55,559398204.6,n/a,2002,Energy,Oil Refining/Marketing,http://www.nasdaq.com/symbol/mmlp
1212,SILC,Silicom Ltd,75.02,558563360.5,n/a,n/a,Technology,Computer Communications Equipment,http://www.nasdaq.com/symbol/silc
1213,INWK,"InnerWorkings, Inc.",10.12,557170818.6,n/a,2006,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/inwk
1214,THFF,First Financial Corporation Indiana,45.55,556791812.5,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/thff
1215,QQEW,First Trust NASDAQ-100 Equal Weighted Index Fund,60.15,556387620.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/qqew
1216,IFRX,InflaRx N.V.,23.75,556010585,n/a,2017,n/a,n/a,http://www.nasdaq.com/symbol/ifrx
1217,HSKA,Heska Corporation,76.72,555743338.6,n/a,1997,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/hska
1218,CHW,Calamos Global Dynamic Income Fund,9.4,554665724.8,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/chw
1219,IIIN,"Insteel Industries, Inc.",29.11,554284849.1,n/a,n/a,Capital Goods,Steel/Iron Ore,http://www.nasdaq.com/symbol/iiin
1220,BHBK,"Blue Hills Bancorp, Inc.",20.6,552632698,n/a,2014,Finance,Major Banks,http://www.nasdaq.com/symbol/bhbk
1221,BCRX,"BioCryst Pharmaceuticals, Inc.",5.61,552050709.2,n/a,1994,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/bcrx
1222,XCRA,Xcerra Corporation,10,548825980,n/a,n/a,Capital Goods,Electrical Products,http://www.nasdaq.com/symbol/xcra
1223,SPAR,"Spartan Motors, Inc.",15.55,545854122.5,n/a,n/a,Capital Goods,Auto Manufacturing,http://www.nasdaq.com/symbol/spar
1224,FYX,First Trust Small Cap Core AlphaDEX Fund,61.82,544016123.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fyx
1225,GTHX,"G1 Therapeutics, Inc.",19.16,543095641.4,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/gthx
1226,DEPO,"Depomed, Inc.",8.59,541285544.1,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/depo
1227,FARM,Farmer Brothers Company,32.1,540668967,n/a,n/a,Consumer Non-Durables,Packaged Foods,http://www.nasdaq.com/symbol/farm
1228,PLUG,"Plug Power, Inc.",2.36,539189893.8,n/a,1999,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/plug
1229,CMTA,Clementia Pharmaceuticals Inc.,16.88,535392817.9,n/a,2017,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cmta
1230,MPAA,"Motorcar Parts of America, Inc.",28.01,534139327.9,n/a,n/a,Capital Goods,Auto Parts:O.E.M.,http://www.nasdaq.com/symbol/mpaa
1231,ZAGG,ZAGG Inc,19.05,532927864.8,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/zagg
1232,NTRA,"Natera, Inc.",9.9,532312892.1,n/a,2015,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/ntra
1233,PDFS,"PDF Solutions, Inc.",16.57,529371433.7,n/a,2001,Technology,EDP Services,http://www.nasdaq.com/symbol/pdfs
1234,FDEF,First Defiance Financial Corp.,52,528103316,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/fdef
1235,DXPE,"DXP Enterprises, Inc.",30.31,527145943,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/dxpe
1236,TEDU,"Tarena International, Inc.",15.16,526849128,34752581,2014,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/tedu
1237,FINL,"The Finish Line, Inc.",13.06,526658369.7,n/a,1992,Consumer Services,Clothing/Shoe/Accessory Stores,http://www.nasdaq.com/symbol/finl
1238,EQBK,"Equity Bancshares, Inc.",35.96,525217627.7,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/eqbk
1239,PRTK,"Paratek Pharmaceuticals, Inc. ",18.775,524592556.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/prtk
1240,KRNT,Kornit Digital Ltd.,15.55,524579840.9,n/a,2015,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/krnt
1241,PFLT,PennantPark Floating Rate Capital Ltd.,13.63,524483408.6,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pflt
1242,FRGI,"Fiesta Restaurant Group, Inc.",19.35,524135268.9,n/a,n/a,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/frgi
1243,GLUU,Glu Mobile Inc.,3.81,522100218.2,n/a,2007,Technology,EDP Services,http://www.nasdaq.com/symbol/gluu
1244,TTS,"Tile Shop Hldgs, Inc.",10,521580650,n/a,n/a,Consumer Services,Home Furnishings,http://www.nasdaq.com/symbol/tts
1245,NCBS,Nicolet Bankshares Inc.,53.18,521249779.3,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ncbs
1246,VSEC,VSE Corporation,48.02,520461648.7,n/a,n/a,Consumer Services,Military/Government/Technical,http://www.nasdaq.com/symbol/vsec
1247,NCMI,"National CineMedia, Inc.",6.61,518894703.5,n/a,2007,Consumer Services,Advertising,http://www.nasdaq.com/symbol/ncmi
1248,LLNW,"Limelight Networks, Inc.",4.7,517796447.9,n/a,2007,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/llnw
1249,RDIB,Reading International Inc,23,517099915,n/a,n/a,Consumer Services,Movies/Entertainment,http://www.nasdaq.com/symbol/rdib
1250,ACTA,Actua Corporation,15.8,517013130,n/a,n/a,Technology,EDP Services,http://www.nasdaq.com/symbol/acta
1251,VUSE,Vident Core US Equity ETF,34.01,516952000,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/vuse
1252,FITBI,Fifth Third Bancorp,28.7175,516915000,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fitbi
1253,CMTL,Comtech Telecommunications Corp.,21.86,516061370.9,n/a,n/a,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/cmtl
1254,HCCI,"Heritage-Crystal Clean, Inc.",22.55,515940166.5,n/a,2008,Basic Industries,Miscellaneous,http://www.nasdaq.com/symbol/hcci
1255,USAT,"USA Technologies, Inc.",9.6,514751020.8,n/a,n/a,Miscellaneous,Office Equipment/Supplies/Services,http://www.nasdaq.com/symbol/usat
1256,AMAG,"AMAG Pharmaceuticals, Inc.",14.55,514696661.6,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/amag
1257,WPRT,Westport Fuel Systems Inc,3.95,514685754.5,n/a,n/a,Energy,Industrial Machinery/Components,http://www.nasdaq.com/symbol/wprt
1258,FISI,"Financial Institutions, Inc.",32.25,513440091.8,n/a,1999,Finance,Major Banks,http://www.nasdaq.com/symbol/fisi
1259,KE,"Kimball Electronics, Inc.",19,509938416,n/a,n/a,Technology,Electrical Products,http://www.nasdaq.com/symbol/ke
1260,TITN,Titan Machinery Inc.,23.06,509501706.6,n/a,2007,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/titn
1261,WSBF,"Waterstone Financial, Inc.",17.15,505742283.9,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/wsbf
1262,WINA,Winmark Corporation,132.1,504823848.8,n/a,n/a,Consumer Services,Other Specialty Stores,http://www.nasdaq.com/symbol/wina
1263,RDNT,"RadNet, Inc.",10.6,504813509.6,n/a,n/a,Health Care,Medical Specialities,http://www.nasdaq.com/symbol/rdnt
1264,PI,"Impinj, Inc.",24.01,503209095.1,n/a,2016,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/pi
1265,ABTX,"Allegiance Bancshares, Inc.",38.15,502875903.6,n/a,2015,Finance,Major Banks,http://www.nasdaq.com/symbol/abtx
1266,CHSCM,CHS Inc,26.39,501410000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscm
1267,RFDI,First Trust RiverFront Dynamic Developed International ETF,66.26,500263132.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/rfdi
1268,LOOP,"Loop Industries, Inc.",15.22,499324625.1,n/a,n/a,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/loop
1269,CCD,Calamos Dynamic Convertible & Income Fund,20.45,498666951.4,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/ccd
1270,GSHT,"Gores Holdings II, Inc.",9.97,498500000,n/a,2017,Finance,Business Services,http://www.nasdaq.com/symbol/gsht
1271,PNNT,PennantPark Investment Corporation,7,497425852,n/a,2007,n/a,n/a,http://www.nasdaq.com/symbol/pnnt
1272,DMLP,"Dorchester Minerals, L.P.",15.4,497108519.6,n/a,n/a,Energy,Oil & Gas Production,http://www.nasdaq.com/symbol/dmlp
1273,TCMD,"Tactile Systems Technology, Inc.",28.05,496535097.3,n/a,2016,Health Care,Medical/Dental Instruments,http://www.nasdaq.com/symbol/tcmd
1274,CVTI,"Covenant Transportation Group, Inc.",27.09,495490918.2,n/a,1994,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/cvti
1275,ASPS,Altisource Portfolio Solutions S.A.,27.66,495245080.7,n/a,n/a,Consumer Services,Other Consumer Services,http://www.nasdaq.com/symbol/asps
1276,BKMU,Bank Mutual Corporation,10.75,494597717.5,n/a,n/a,Finance,Savings Institutions,http://www.nasdaq.com/symbol/bkmu
1277,PNQI,PowerShares Nasdaq Internet Portfolio,121.55,492277500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/pnqi
1278,SGYP,"Synergy Pharmaceuticals, Inc.",2.18,490401771.4,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/sgyp
1279,MLAB,"Mesa Laboratories, Inc.",129.12,488041190.9,n/a,n/a,Capital Goods,Industrial Machinery/Components,http://www.nasdaq.com/symbol/mlab
1280,WATT,Energous Corporation,21.97,488034747.3,n/a,2014,Technology,Radio And Television Broadcasting And Communications Equipment,http://www.nasdaq.com/symbol/watt
1281,FMBH,"First Mid-Illinois Bancshares, Inc.",38.61,487955264.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fmbh
1282,BOJA,"Bojangles&#39;, Inc.",13.15,487460506,n/a,2015,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/boja
1283,FRBK,"Republic First Bancorp, Inc.",8.55,487262482.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/frbk
1284,CHUY,"Chuy&#39;s Holdings, Inc.",28.75,486268788.8,n/a,2012,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/chuy
1285,IBCP,Independent Bank Corporation,22.65,486032442.9,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/ibcp
1286,FCBC,"First Community Bancshares, Inc.",28.6,485837895.4,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/fcbc
1287,NVAX,"Novavax, Inc.",1.29,484263466.4,n/a,n/a,Health Care,Biotechnology: Biological Products (No Diagnostic Substances),http://www.nasdaq.com/symbol/nvax
1288,KPTI,Karyopharm Therapeutics Inc.,10.25,483602943.8,n/a,2013,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/kpti
1289,HTBI,"HomeTrust Bancshares, Inc.",25.4,481636705,n/a,2012,Finance,Savings Institutions,http://www.nasdaq.com/symbol/htbi
1290,YRCW,"YRC Worldwide, Inc.",14.35,480987791.6,n/a,n/a,Transportation,Trucking Freight/Courier Services,http://www.nasdaq.com/symbol/yrcw
1291,RILY,"B. Riley Financial, Inc.",18.15,480386831.1,n/a,n/a,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/rily
1292,MDCA,MDC Partners Inc.,9.6,479376912,n/a,n/a,Technology,Advertising,http://www.nasdaq.com/symbol/mdca
1293,HOFT,Hooker Furniture Corporation,40.75,479318166.8,n/a,n/a,Consumer Durables,Home Furnishings,http://www.nasdaq.com/symbol/hoft
1294,MTRX,Matrix Service Company,17.9,478796252.6,n/a,1990,Basic Industries,Engineering & Construction,http://www.nasdaq.com/symbol/mtrx
1295,SNLN,Highland/iBoxx Senior Loan ETF,18.27,476797488.3,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/snln
1296,TACO,"Del Taco Restaurants, Inc.",12.28,474956433.5,n/a,2014,Consumer Services,Restaurants,http://www.nasdaq.com/symbol/taco
1297,AROW,Arrow Financial Corporation,34.1,474682980.2,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/arow
1298,DGICA,"Donegal Group, Inc.",17.3,474553705,n/a,n/a,Finance,Property-Casualty Insurers,http://www.nasdaq.com/symbol/dgica
1299,RECN,"Resources Connection, Inc.",15.75,474516315,n/a,2000,Miscellaneous,Business Services,http://www.nasdaq.com/symbol/recn
1300,AKAO,"Achaogen, Inc.",11.19,474384484.7,n/a,2014,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/akao
1301,ERII,"Energy Recovery, Inc.",8.84,473780109.4,n/a,2008,Technology,Industrial Machinery/Components,http://www.nasdaq.com/symbol/erii
1302,SNBC,"Sun Bancorp, Inc.",24.8,473598432.8,n/a,n/a,Finance,Commercial Banks,http://www.nasdaq.com/symbol/snbc
1303,BV,"Bazaarvoice, Inc.",5.5,473490968.5,n/a,2012,Technology,Computer Software: Prepackaged Software,http://www.nasdaq.com/symbol/bv
1304,MRTX,"Mirati Therapeutics, Inc.",18.7,473135076.7,n/a,n/a,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/mrtx
1305,FEM,First Trust Emerging Markets AlphaDEX Fund,29.24,472226058.5,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/fem
1306,BBSI,"Barrett Business Services, Inc.",64.37,469924237.6,n/a,1993,Technology,Professional Services,http://www.nasdaq.com/symbol/bbsi
1307,PSCT,PowerShares S&P SmallCap Information Technology Portfolio,78.93,469633500,n/a,n/a,n/a,n/a,http://www.nasdaq.com/symbol/psct
1308,BMRC,Bank of Marin Bancorp,67.85,469057431.1,n/a,n/a,Finance,Major Banks,http://www.nasdaq.com/symbol/bmrc
1309,CHSCN,CHS Inc,27.91,468888000,n/a,n/a,Consumer Services,Farming/Seeds/Milling,http://www.nasdaq.com/symbol/chscn
1310,CYTK,"Cytokinetics, Incorporated",8.7,468796620.3,n/a,2004,Health Care,Major Pharmaceuticals,http://www.nasdaq.com/symbol/cytk
1311,PDVW,"pdvWireless, Inc.",32.4,467791362,n/a,2015,Public Utilities,Telecommunications Equipment,http://www.nasdaq.com/symbol/pdvw
1312,UCFC,United Community Financial Corp.,9.39,467341483.1,n/a,n/a,Finance,Banks,http://www.nasdaq.com/symbol/ucfc
